text,intent,response
Nefes alamıyorum,emergency,Nefes darlığında hemen acile başvurun!
Randevu almak istiyorum,appointment_booking,Hangi bölümden randevu almak istiyorsunuz?
Hangi doktora gideyim,doctor_recommendation,Şikayetinize göre doktor önerebilirim.
Sırtım ağrıyor,symptom_inquiry,Sırt ağrısı için doğru oturuş ve hafif egzersiz faydalı.
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Bu sabah ateşim var,symptom_inquiry,Ateş vücudun enfeksiyonla mücadele ettiğini gösterir. Bol sıvı alın.
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Göğsümde ağrı çok şiddetli,symptom_inquiry,"Göğüs ağrısı ciddi olabilir, doktora başvurun."
Uyku düzeni,general_health,7-9 saat düzenli uyku önemli.
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Göz doktoru randevusu,appointment_booking,Göz doktoru için online sistem kullanın.
Egzersiz önerileri,general_health,Haftada 150 dakika orta tempolu egzersiz yapın.
Aspirin yan etkileri,medication_info,"Aspirin mide tahriş edebilir, dikkatli kullanın."
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Kalp krizi,emergency,Kalp krizi şüphesinde hemen 112'yi arayın!
Mide bulantım var var,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Başım ağrıyor,symptom_inquiry,"Baş ağrısı stres, uykusuzluk veya dehidratasyon sebebiyle olabilir."
Yorgunluk çok şiddetli,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Hangi doktora gideyim,doctor_recommendation,Şikayetinize göre doktor önerebilirim.
Göğsümde ağrı çok şiddetli,symptom_inquiry,"Göğüs ağrısı ciddi olabilir, doktora başvurun."
Bu sabah ateşim var,symptom_inquiry,Ateş vücudun enfeksiyonla mücadele ettiğini gösterir. Bol sıvı alın.
Hangi doktora gideyim,doctor_recommendation,Şikayetinize göre doktor önerebilirim.
Selam sağlık asistanı,greeting,Selam! Sağlık asistanınızım.
Boğazım ağrıyor var,symptom_inquiry,Boğaz ağrısı için ılık tuzlu su ile gargara yapabilirsiniz.
Doktor randevusu,appointment_booking,MHRS sisteminden randevu alabilirsiniz.
Cilt problemi doktor,doctor_recommendation,Cilt için dermatoloji uzmanı.
Boğazım ağrıyor,symptom_inquiry,Boğaz ağrısı için ılık tuzlu su ile gargara yapabilirsiniz.
Uykusuzluk çok şiddetli,symptom_inquiry,Uyku düzeni için düzenli saatler ve rahat ortam önemli.
Uykusuzluk,symptom_inquiry,Uyku düzeni için düzenli saatler ve rahat ortam önemli.
Başım ağrıyor,symptom_inquiry,"Baş ağrısı stres, uykusuzluk veya dehidratasyon sebebiyle olabilir."
Boğazım ağrıyor çok şiddetli,symptom_inquiry,Boğaz ağrısı için ılık tuzlu su ile gargara yapabilirsiniz.
Acil randevu,appointment_booking,Acil durumlar için acil servise başvurun.
Doktor randevusu,appointment_booking,MHRS sisteminden randevu alabilirsiniz.
Çarpıntı çok şiddetli,symptom_inquiry,"Çarpıntı için derin nefes alın, sürekli olursa kardiyolog görün."
Mide bulantım var çok şiddetli,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Hoşçakal,goodbye,Hoşçakalın! Kendinize iyi bakın.
Bayıldım,emergency,Bayılma durumunda 112'yi arayın.
Çocuk doktoru,doctor_recommendation,Çocuklar için pediatri uzmanı.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
Hey sağlık asistanı,greeting,Hey! Size nasıl yardımcı olabilirim?
Stres yönetimi,general_health,Stres için nefes egzersizleri ve meditasyon faydalı.
Aspirin yan etkileri,medication_info,"Aspirin mide tahriş edebilir, dikkatli kullanın."
Cilt problemi doktor,doctor_recommendation,Cilt için dermatoloji uzmanı.
Sırtım ağrıyor var,symptom_inquiry,Sırt ağrısı için doğru oturuş ve hafif egzersiz faydalı.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Kalp problemi doktor,doctor_recommendation,Kalp sorunları için kardiyoloji.
Sağlıklı beslenme,general_health,Dengeli beslenme için çeşitli besin grupları tüketin.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Hangi doktora gideyim,doctor_recommendation,Şikayetinize göre doktor önerebilirim.
Sağ ol,goodbye,Sağ olun! Sağlıklı günler.
Hangi doktora gideyim,doctor_recommendation,Şikayetinize göre doktor önerebilirim.
Hangi doktora gideyim,doctor_recommendation,Şikayetinize göre doktor önerebilirim.
Doktor randevusu,appointment_booking,MHRS sisteminden randevu alabilirsiniz.
Baş ağrısı hangi doktor,doctor_recommendation,Baş ağrısı için nöroloji veya dahiliye.
Randevu almak istiyorum,appointment_booking,Hangi bölümden randevu almak istiyorsunuz?
Başım ağrıyor var,symptom_inquiry,"Baş ağrısı stres, uykusuzluk veya dehidratasyon sebebiyle olabilir."
Yorgunluk,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Bu sabah mide bulantım var,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Randevu almak istiyorum,appointment_booking,Hangi bölümden randevu almak istiyorsunuz?
Selam sağlık asistanı,greeting,Selam! Sağlık asistanınızım.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Yorgunluk çok şiddetli,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Mide bulantım var,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Teşekkürler,goodbye,Rica ederim! Sağlıklı kalın.
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Çocuk doktoru,doctor_recommendation,Çocuklar için pediatri uzmanı.
Başım ağrıyor çok şiddetli,symptom_inquiry,"Baş ağrısı stres, uykusuzluk veya dehidratasyon sebebiyle olabilir."
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Başım ağrıyor çok şiddetli,symptom_inquiry,"Baş ağrısı stres, uykusuzluk veya dehidratasyon sebebiyle olabilir."
Doktor randevusu,appointment_booking,MHRS sisteminden randevu alabilirsiniz.
Ateşim var,symptom_inquiry,Ateş vücudun enfeksiyonla mücadele ettiğini gösterir. Bol sıvı alın.
Bu sabah ateşim var,symptom_inquiry,Ateş vücudun enfeksiyonla mücadele ettiğini gösterir. Bol sıvı alın.
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Baş ağrısı hangi doktor,doctor_recommendation,Baş ağrısı için nöroloji veya dahiliye.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
Egzersiz önerileri,general_health,Haftada 150 dakika orta tempolu egzersiz yapın.
Şiddetli ağrı,emergency,Şiddetli ağrı için acil servise gidin.
Diz ağrım var,symptom_inquiry,Diz ağrısı için dinlenme ve soğuk kompres uygulayın.
Göz doktoru randevusu,appointment_booking,Göz doktoru için online sistem kullanın.
Çarpıntı çok şiddetli,symptom_inquiry,"Çarpıntı için derin nefes alın, sürekli olursa kardiyolog görün."
Uyku düzeni,general_health,7-9 saat düzenli uyku önemli.
Boğazım ağrıyor var,symptom_inquiry,Boğaz ağrısı için ılık tuzlu su ile gargara yapabilirsiniz.
Nefes alamıyorum,emergency,Nefes darlığında hemen acile başvurun!
Göğsümde ağrı çok şiddetli,symptom_inquiry,"Göğüs ağrısı ciddi olabilir, doktora başvurun."
Acil randevu,appointment_booking,Acil durumlar için acil servise başvurun.
Nefes alamıyorum,emergency,Nefes darlığında hemen acile başvurun!
Çocuk doktoru,doctor_recommendation,Çocuklar için pediatri uzmanı.
Sırtım ağrıyor var,symptom_inquiry,Sırt ağrısı için doğru oturuş ve hafif egzersiz faydalı.
Şiddetli ağrı,emergency,Şiddetli ağrı için acil servise gidin.
Cilt problemi doktor,doctor_recommendation,Cilt için dermatoloji uzmanı.
Aspirin yan etkileri,medication_info,"Aspirin mide tahriş edebilir, dikkatli kullanın."
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Stres yönetimi,general_health,Stres için nefes egzersizleri ve meditasyon faydalı.
Boğazım ağrıyor çok şiddetli,symptom_inquiry,Boğaz ağrısı için ılık tuzlu su ile gargara yapabilirsiniz.
Acil randevu,appointment_booking,Acil durumlar için acil servise başvurun.
Bu sabah diz ağrım var,symptom_inquiry,Diz ağrısı için dinlenme ve soğuk kompres uygulayın.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Stres yönetimi,general_health,Stres için nefes egzersizleri ve meditasyon faydalı.
Çocuk doktoru,doctor_recommendation,Çocuklar için pediatri uzmanı.
Randevu almak istiyorum,appointment_booking,Hangi bölümden randevu almak istiyorsunuz?
Bu sabah yorgunluk,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
Kalp problemi doktor,doctor_recommendation,Kalp sorunları için kardiyoloji.
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Bu sabah yorgunluk,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Yorgunluk çok şiddetli,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Doktor randevusu,appointment_booking,MHRS sisteminden randevu alabilirsiniz.
Çocuk doktoru,doctor_recommendation,Çocuklar için pediatri uzmanı.
Görüşürüz,goodbye,Görüşmek üzere! İyi günler.
Bayıldım,emergency,Bayılma durumunda 112'yi arayın.
Su içme,general_health,Günde en az 8 bardak su için.
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Su içme,general_health,Günde en az 8 bardak su için.
Çarpıntı var,symptom_inquiry,"Çarpıntı için derin nefes alın, sürekli olursa kardiyolog görün."
Bayıldım,emergency,Bayılma durumunda 112'yi arayın.
Şiddetli ağrı,emergency,Şiddetli ağrı için acil servise gidin.
Hey sağlık asistanı,greeting,Hey! Size nasıl yardımcı olabilirim?
Bye,goodbye,Bye! Her zaman buradayım.
Egzersiz önerileri,general_health,Haftada 150 dakika orta tempolu egzersiz yapın.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Uykusuzluk var,symptom_inquiry,Uyku düzeni için düzenli saatler ve rahat ortam önemli.
Başım ağrıyor var,symptom_inquiry,"Baş ağrısı stres, uykusuzluk veya dehidratasyon sebebiyle olabilir."
Kalp krizi,emergency,Kalp krizi şüphesinde hemen 112'yi arayın!
Bye,goodbye,Bye! Her zaman buradayım.
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Aspirin yan etkileri,medication_info,"Aspirin mide tahriş edebilir, dikkatli kullanın."
Sağ ol,goodbye,Sağ olun! Sağlıklı günler.
Bu sabah ateşim var,symptom_inquiry,Ateş vücudun enfeksiyonla mücadele ettiğini gösterir. Bol sıvı alın.
Sırtım ağrıyor var,symptom_inquiry,Sırt ağrısı için doğru oturuş ve hafif egzersiz faydalı.
Sağlıklı beslenme,general_health,Dengeli beslenme için çeşitli besin grupları tüketin.
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Çarpıntı çok şiddetli,symptom_inquiry,"Çarpıntı için derin nefes alın, sürekli olursa kardiyolog görün."
Hangi doktora gideyim,doctor_recommendation,Şikayetinize göre doktor önerebilirim.
Uyku düzeni,general_health,7-9 saat düzenli uyku önemli.
Göğsümde ağrı var,symptom_inquiry,"Göğüs ağrısı ciddi olabilir, doktora başvurun."
Aspirin yan etkileri,medication_info,"Aspirin mide tahriş edebilir, dikkatli kullanın."
Doktor randevusu,appointment_booking,MHRS sisteminden randevu alabilirsiniz.
Nefes alamıyorum,emergency,Nefes darlığında hemen acile başvurun!
Mide bulantım var var,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Çarpıntı var,symptom_inquiry,"Çarpıntı için derin nefes alın, sürekli olursa kardiyolog görün."
Doktor randevusu,appointment_booking,MHRS sisteminden randevu alabilirsiniz.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Aspirin yan etkileri,medication_info,"Aspirin mide tahriş edebilir, dikkatli kullanın."
Randevu almak istiyorum,appointment_booking,Hangi bölümden randevu almak istiyorsunuz?
Uykusuzluk var,symptom_inquiry,Uyku düzeni için düzenli saatler ve rahat ortam önemli.
Su içme,general_health,Günde en az 8 bardak su için.
Bayıldım,emergency,Bayılma durumunda 112'yi arayın.
Bu sabah boğazım ağrıyor,symptom_inquiry,Boğaz ağrısı için ılık tuzlu su ile gargara yapabilirsiniz.
Bu sabah sırtım ağrıyor,symptom_inquiry,Sırt ağrısı için doğru oturuş ve hafif egzersiz faydalı.
Ateşim var,symptom_inquiry,Ateş vücudun enfeksiyonla mücadele ettiğini gösterir. Bol sıvı alın.
Göz doktoru randevusu,appointment_booking,Göz doktoru için online sistem kullanın.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Mide bulantım var var,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Bu sabah diz ağrım var,symptom_inquiry,Diz ağrısı için dinlenme ve soğuk kompres uygulayın.
Ateşim var çok şiddetli,symptom_inquiry,Ateş vücudun enfeksiyonla mücadele ettiğini gösterir. Bol sıvı alın.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Şiddetli ağrı,emergency,Şiddetli ağrı için acil servise gidin.
Şiddetli ağrı,emergency,Şiddetli ağrı için acil servise gidin.
Uyku düzeni,general_health,7-9 saat düzenli uyku önemli.
Başım ağrıyor var,symptom_inquiry,"Baş ağrısı stres, uykusuzluk veya dehidratasyon sebebiyle olabilir."
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Nasılsın sağlık asistanı,greeting,"İyiyim, teşekkürler! Size nasıl yardımcı olabilirim?"
Aspirin yan etkileri,medication_info,"Aspirin mide tahriş edebilir, dikkatli kullanın."
Cilt problemi doktor,doctor_recommendation,Cilt için dermatoloji uzmanı.
Merhaba sağlık asistanı,greeting,Merhaba! Size nasıl yardımcı olabilirim?
Doktor randevusu,appointment_booking,MHRS sisteminden randevu alabilirsiniz.
Sağlıklı beslenme,general_health,Dengeli beslenme için çeşitli besin grupları tüketin.
Acil randevu,appointment_booking,Acil durumlar için acil servise başvurun.
Şiddetli ağrı,emergency,Şiddetli ağrı için acil servise gidin.
Göğsümde ağrı var,symptom_inquiry,"Göğüs ağrısı ciddi olabilir, doktora başvurun."
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Randevu almak istiyorum,appointment_booking,Hangi bölümden randevu almak istiyorsunuz?
Aspirin yan etkileri,medication_info,"Aspirin mide tahriş edebilir, dikkatli kullanın."
Mide bulantım var var,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Sağlıklı beslenme,general_health,Dengeli beslenme için çeşitli besin grupları tüketin.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
Göğsümde ağrı,symptom_inquiry,"Göğüs ağrısı ciddi olabilir, doktora başvurun."
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Bayıldım,emergency,Bayılma durumunda 112'yi arayın.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
Bayıldım,emergency,Bayılma durumunda 112'yi arayın.
Nasılsın sağlık asistanı,greeting,"İyiyim, teşekkürler! Size nasıl yardımcı olabilirim?"
Doktor randevusu,appointment_booking,MHRS sisteminden randevu alabilirsiniz.
Sırtım ağrıyor var,symptom_inquiry,Sırt ağrısı için doğru oturuş ve hafif egzersiz faydalı.
Egzersiz önerileri,general_health,Haftada 150 dakika orta tempolu egzersiz yapın.
Acil randevu,appointment_booking,Acil durumlar için acil servise başvurun.
Kalp problemi doktor,doctor_recommendation,Kalp sorunları için kardiyoloji.
Yorgunluk,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Cilt problemi doktor,doctor_recommendation,Cilt için dermatoloji uzmanı.
Stres yönetimi,general_health,Stres için nefes egzersizleri ve meditasyon faydalı.
Acil randevu,appointment_booking,Acil durumlar için acil servise başvurun.
Hangi doktora gideyim,doctor_recommendation,Şikayetinize göre doktor önerebilirim.
Diz ağrım var,symptom_inquiry,Diz ağrısı için dinlenme ve soğuk kompres uygulayın.
Çocuk doktoru,doctor_recommendation,Çocuklar için pediatri uzmanı.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Diz ağrım var var,symptom_inquiry,Diz ağrısı için dinlenme ve soğuk kompres uygulayın.
Mide bulantım var çok şiddetli,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Cilt problemi doktor,doctor_recommendation,Cilt için dermatoloji uzmanı.
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Uyku düzeni,general_health,7-9 saat düzenli uyku önemli.
Mide bulantım var var,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Diz ağrım var var,symptom_inquiry,Diz ağrısı için dinlenme ve soğuk kompres uygulayın.
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Kalp problemi doktor,doctor_recommendation,Kalp sorunları için kardiyoloji.
Randevu almak istiyorum,appointment_booking,Hangi bölümden randevu almak istiyorsunuz?
Çocuk doktoru,doctor_recommendation,Çocuklar için pediatri uzmanı.
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Boğazım ağrıyor,symptom_inquiry,Boğaz ağrısı için ılık tuzlu su ile gargara yapabilirsiniz.
Nefes alamıyorum,emergency,Nefes darlığında hemen acile başvurun!
Yorgunluk,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Randevu almak istiyorum,appointment_booking,Hangi bölümden randevu almak istiyorsunuz?
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Baş ağrısı hangi doktor,doctor_recommendation,Baş ağrısı için nöroloji veya dahiliye.
Diz ağrım var,symptom_inquiry,Diz ağrısı için dinlenme ve soğuk kompres uygulayın.
Randevu almak istiyorum,appointment_booking,Hangi bölümden randevu almak istiyorsunuz?
Aspirin yan etkileri,medication_info,"Aspirin mide tahriş edebilir, dikkatli kullanın."
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Yorgunluk var,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Bu sabah başım ağrıyor,symptom_inquiry,"Baş ağrısı stres, uykusuzluk veya dehidratasyon sebebiyle olabilir."
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Doktor randevusu,appointment_booking,MHRS sisteminden randevu alabilirsiniz.
Diz ağrım var çok şiddetli,symptom_inquiry,Diz ağrısı için dinlenme ve soğuk kompres uygulayın.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Ateşim var,symptom_inquiry,Ateş vücudun enfeksiyonla mücadele ettiğini gösterir. Bol sıvı alın.
Cilt problemi doktor,doctor_recommendation,Cilt için dermatoloji uzmanı.
Göğsümde ağrı,symptom_inquiry,"Göğüs ağrısı ciddi olabilir, doktora başvurun."
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Parol nasıl kullanılır,medication_info,Parol yetişkinler için 8 saatte bir 500mg.
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Uykusuzluk var,symptom_inquiry,Uyku düzeni için düzenli saatler ve rahat ortam önemli.
Stres yönetimi,general_health,Stres için nefes egzersizleri ve meditasyon faydalı.
Nefes alamıyorum,emergency,Nefes darlığında hemen acile başvurun!
Hangi doktora gideyim,doctor_recommendation,Şikayetinize göre doktor önerebilirim.
Stres yönetimi,general_health,Stres için nefes egzersizleri ve meditasyon faydalı.
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Baş ağrısı hangi doktor,doctor_recommendation,Baş ağrısı için nöroloji veya dahiliye.
Bu sabah boğazım ağrıyor,symptom_inquiry,Boğaz ağrısı için ılık tuzlu su ile gargara yapabilirsiniz.
Stres yönetimi,general_health,Stres için nefes egzersizleri ve meditasyon faydalı.
Acil randevu,appointment_booking,Acil durumlar için acil servise başvurun.
Hoşçakal,goodbye,Hoşçakalın! Kendinize iyi bakın.
Cilt problemi doktor,doctor_recommendation,Cilt için dermatoloji uzmanı.
Göğsümde ağrı çok şiddetli,symptom_inquiry,"Göğüs ağrısı ciddi olabilir, doktora başvurun."
Acil randevu,appointment_booking,Acil durumlar için acil servise başvurun.
Yorgunluk çok şiddetli,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Kalp problemi doktor,doctor_recommendation,Kalp sorunları için kardiyoloji.
Uykusuzluk,symptom_inquiry,Uyku düzeni için düzenli saatler ve rahat ortam önemli.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Mide bulantım var çok şiddetli,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Uykusuzluk çok şiddetli,symptom_inquiry,Uyku düzeni için düzenli saatler ve rahat ortam önemli.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
Yorgunluk var,symptom_inquiry,Sürekli yorgunluk anemi veya tiroid sorunu belirtisi olabilir.
Mide bulantım var çok şiddetli,symptom_inquiry,"Bulantı için az ve sık yemek yiyin, zencefil çayı faydalı."
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Şiddetli ağrı,emergency,Şiddetli ağrı için acil servise gidin.
Bayıldım,emergency,Bayılma durumunda 112'yi arayın.
Kalp krizi,emergency,Kalp krizi şüphesinde hemen 112'yi arayın!
Stres yönetimi,general_health,Stres için nefes egzersizleri ve meditasyon faydalı.
Cilt problemi doktor,doctor_recommendation,Cilt için dermatoloji uzmanı.
Diz ağrım var,symptom_inquiry,Diz ağrısı için dinlenme ve soğuk kompres uygulayın.
Kardiyoloji randevusu,appointment_booking,Kardiyoloji için 182'yi arayabilirsiniz.
Diz ağrım var var,symptom_inquiry,Diz ağrısı için dinlenme ve soğuk kompres uygulayın.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Uyku düzeni,general_health,7-9 saat düzenli uyku önemli.
Şiddetli ağrı,emergency,Şiddetli ağrı için acil servise gidin.
Uyku düzeni,general_health,7-9 saat düzenli uyku önemli.
Acil randevu,appointment_booking,Acil durumlar için acil servise başvurun.
Sırtım ağrıyor,symptom_inquiry,Sırt ağrısı için doğru oturuş ve hafif egzersiz faydalı.
Merhaba sağlık asistanı,greeting,Merhaba! Size nasıl yardımcı olabilirim?
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Sırtım ağrıyor çok şiddetli,symptom_inquiry,Sırt ağrısı için doğru oturuş ve hafif egzersiz faydalı.
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Çocuk doktoru,doctor_recommendation,Çocuklar için pediatri uzmanı.
Cilt problemi doktor,doctor_recommendation,Cilt için dermatoloji uzmanı.
Göz doktoru randevusu,appointment_booking,Göz doktoru için online sistem kullanın.
Antibiyotik kullanımı,medication_info,Antibiyotik doktor reçetesi ile kullanılır.
Kalp krizi,emergency,Kalp krizi şüphesinde hemen 112'yi arayın!
Uyku düzeni,general_health,7-9 saat düzenli uyku önemli.
Uykusuzluk çok şiddetli,symptom_inquiry,Uyku düzeni için düzenli saatler ve rahat ortam önemli.
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Vitamin D eksikliği,medication_info,Vitamin D için güneş ışığı ve takviye önemli.
Randevu almak istiyorum,appointment_booking,Hangi bölümden randevu almak istiyorsunuz?
İyi günler sağlık asistanı,greeting,İyi günler! Sağlık konularında yardımcıyım.
İlaç dozu,medication_info,İlaç dozu doktor önerisi ile belirlenir.
Acil randevu,appointment_booking,Acil durumlar için acil servise başvurun.
